Id,SalePrice
1461,135475.76665878293
1462,153222.8589057922
1463,161893.97573471066
1464,171728.83749008176
1465,194585.5140686035
1466,164559.99612808225
1467,155049.62205886838
1468,152032.50646591184
1469,185773.00310134885
1470,118099.80869293211
1471,190066.67137145993
1472,110616.68395996092
1473,109387.20703124999
1474,158046.32902145383
1475,131072.68810272214
1476,313982.48672485346
1477,251575.51765441892
1478,273395.06149291986
1479,267799.30591583246
1480,367425.7278442382
1481,298266.9830322265
1482,201308.20274353024
1483,167251.02663040158
1484,165162.75405883786
1485,139571.08259201047
1486,184847.02110290524
1487,319640.44570922846
1488,258022.28450775144
1489,188409.16156768796
1490,187071.25186920163
1491,184051.31101608273
1492,123268.23472976683
1493,173543.3459281921
1494,284814.26239013666
1495,282552.86216735834
1496,200744.2474365234
1497,194426.89418792722
1498,146801.0067939758
1499,146801.0067939758
1500,138490.8556938171
1501,156530.2729606628
1502,138694.05984878537
1503,251529.35981750485
1504,226369.3571090698
1505,208825.08754730222
1506,218979.12025451657
1507,258349.03717041013
1508,218020.60604095456
1509,161081.65979385373
1510,151840.72256088254
1511,150984.47799682614
1512,176023.59056472775
1513,160089.34974670407
1514,135397.19581604
1515,203877.28214263913
1516,161516.04652404782
1517,139080.63173294064
1518,188729.39348220822
1519,209682.17849731442
1520,129887.75968551634
1521,133887.73202896115
1522,177606.79721832272
1523,115221.64344787596
1524,121446.44260406493
1525,119891.4051055908
1526,118970.19147872923
1527,117931.71167373656
1528,131461.97795867917
1529,147128.11708450314
1530,173805.2725791931
1531,131109.11846160886
1532,104855.04865646361
1533,165176.90420150754
1534,130416.7866706848
1535,141814.2199516296
1536,130352.81896591185
1537,101769.66190338133
1538,174337.35132217404
1539,200789.47544097897
1540,140462.04090118405
1541,165573.58503341672
1542,149255.5737495422
1543,200999.73678588864
1544,96986.848115921
1545,118512.45164871214
1546,140625.64373016355
1547,128651.95274353026
1548,139907.00244903562
1549,125129.77123260497
1550,156577.59904861447
1551,136134.13572311398
1552,174435.28175354
1553,121321.21324539183
1554,123321.86698913573
1555,163380.71823120114
1556,112590.27719497679
1557,118512.90464401244
1558,111998.33154678343
1559,114433.7773323059
1560,158828.84263992307
1561,129922.22309112547
1562,119462.40663528441
1563,112955.5821418762
1564,168122.3392486572
1565,143313.95626068112
1566,212547.63603210446
1567,104247.36738204955
