Id,SalePrice
1461,117655.48
1462,57018.516
1463,166328.95
1464,195620.06
1465,191124.83
1466,178517.1
1467,190485.1
1468,167782.72
1469,204053.55
1470,111610.36
1471,196128.98
1472,110081.984
1473,86283.62
1474,145168.22
1475,110364.42
1476,316129.22
1477,250041.11
1478,291593.1
1479,270274.94
1480,400767.94
1481,291873.94
1482,210545.62
1483,172385.34
1484,168984.47
1485,195392.33
1486,204817.03
1487,282600.4
1488,261276.23
1489,180929.66
1490,224732.1
1491,208999.61
1492,87332.375
1493,214391.89
1494,293941.38
1495,275495.03
1496,213055.9
1497,161051.73
1498,148429.84
1499,154865.81
1500,145374.0
1501,193405.5
1502,139966.12
1503,277245.66
1504,241876.23
1505,218169.81
1506,200603.64
1507,243493.25
1508,203200.92
1509,151792.08
1510,140797.45
1511,143334.17
1512,186347.67
1513,165063.44
1514,159684.58
1515,214012.81
1516,170911.36
1517,156389.92
1518,118697.086
1519,237466.23
1520,121970.84
1521,115337.46
1522,199115.12
1523,76076.266
1524,108821.95
1525,96787.39
1526,82019.734
1527,90659.29
1528,148606.45
1529,128798.28
1530,236977.53
1531,145344.4
1532,121940.695
1533,154715.97
1534,124215.836
1535,146227.89
1536,94646.65
1537,30438.217
1538,179252.92
1539,222261.19
1540,119926.945
1541,154502.9
1542,133185.55
1543,191149.86
1544,70974.22
1545,129912.81
1546,136610.4
1547,138131.48
1548,134241.6
1549,122448.58
1550,122440.805
1551,127111.68
1552,130043.016
1553,170502.89
1554,122721.51
1555,160430.3
1556,72003.95
1557,94034.2
1558,88111.49
1559,74416.27
1560,125870.92
1561,129807.09
1562,114104.4
1563,110038.19
1564,145364.34
1565,133501.53
1566,243240.66
1567,61391.598
1568,218104.22
1569,90192.19
1570,139036.89
1571,103508.92
1572,132910.31
1573,245600.34
1574,113318.92
1575,236933.38
1576,257189.56
1577,196712.94
1578,145155.69
1579,130509.21
1580,206968.83
1581,135111.81
1582,120651.96
1583,307123.34
1584,226247.47
1585,152331.72
1586,44212.234
1587,93292.17
1588,138570.72
1589,101767.445
1590,127090.76
1591,79792.164
1592,121985.28
1593,139004.4
1594,131434.6
1595,123485.99
1596,214181.81
1597,170861.39
1598,202696.56
1599,195959.42
1600,180995.34
1601,20747.95
1602,118840.62
1603,54483.125
1604,250193.44
1605,265288.03
1606,173489.47
1607,166961.84
1608,223244.31
1609,194259.3
1610,150119.8
1611,160581.14
1612,163178.95
1613,168441.92
1614,120663.35
1615,74859.57
1616,54537.613
1617,53969.01
1618,103364.58
1619,152030.7
1620,167302.4
1621,130621.92
1622,118922.37
1623,258146.75
1624,203440.83
1625,118316.54
1626,191528.6
1627,190739.19
1628,280191.75
1629,187475.86
1630,315253.0
1631,211664.36
1632,230604.88
1633,185118.75
1634,191046.5
1635,184007.06
1636,161092.0
1637,194051.52
1638,216808.86
1639,201733.8
1640,264854.4
1641,198053.5
1642,224472.08
1643,225411.53
1644,232645.66
1645,232366.8
1646,177093.77
1647,172190.97
1648,133987.06
1649,129762.35
1650,109095.46
1651,106056.58
1652,116086.32
1653,118177.77
1654,148664.34
1655,150469.06
1656,136540.66
1657,153074.72
1658,139783.42
1659,130050.445
1660,133883.42
1661,375570.6
1662,328492.97
1663,325374.22
1664,420055.97
1665,289027.47
1666,293627.78
1667,300959.22
1668,310307.0
1669,291857.97
1670,310023.16
1671,260744.69
1672,384764.7
1673,290159.3
1674,257274.33
1675,185238.78
1676,193439.8
1677,213392.88
1678,398660.72
1679,324307.03
1680,279723.47
1681,245774.98
1682,290059.25
1683,193125.9
1684,199786.55
1685,174746.7
1686,172550.84
1687,176561.27
1688,206707.5
1689,203812.08
1690,211256.06
1691,198571.77
1692,259737.89
1693,179256.88
1694,187062.83
1695,180009.19
1696,273490.3
1697,185143.88
1698,325859.5
1699,307911.66
1700,248565.34
1701,276897.8
1702,260261.92
1703,260873.6
1704,280262.9
1705,236775.67
1706,371133.4
1707,192872.73
1708,202383.38
1709,270734.12
1710,232701.77
1711,271642.25
1712,255240.38
1713,262231.56
1714,219126.86
1715,201998.9
1716,180660.77
1717,186668.6
1718,146188.5
1719,212383.03
1720,251027.36
1721,177342.23
1722,134723.67
1723,157584.88
1724,225890.28
1725,231812.64
1726,185542.6
1727,148821.16
1728,194752.33
1729,168394.56
1730,166066.66
1731,117199.64
1732,114209.61
1733,105467.28
1734,104105.51
1735,124878.13
1736,103864.914
1737,327549.9
1738,243876.7
1739,270446.66
1740,189278.7
1741,184541.39
1742,169732.25
1743,177405.03
1744,295962.56
1745,221742.31
1746,217843.27
1747,227597.05
1748,224115.88
1749,154572.88
1750,145382.17
1751,251992.05
1752,109768.086
1753,151776.47
1754,229815.1
1755,168299.69
1756,128583.34
1757,94496.71
1758,149811.75
1759,179307.98
1760,170808.27
1761,162161.92
1762,166388.9
1763,168428.89
1764,106372.63
1765,193965.56
1766,203411.0
1767,246428.17
1768,138031.45
1769,179534.94
1770,154482.22
1771,111933.984
1772,125719.08
1773,104635.61
1774,147040.44
1775,138814.95
1776,135011.3
1777,95563.48
1778,136185.28
1779,122746.05
1780,192212.94
1781,112248.83
1782,44199.832
1783,136000.69
1784,85386.77
1785,101166.69
1786,130222.45
1787,161565.95
1788,29393.852
1789,96356.234
1790,34238.508
1791,213214.92
1792,168286.5
1793,151903.03
1794,175413.19
1795,125212.1
1796,129406.09
1797,138483.94
1798,100437.32
1799,99840.52
1800,101365.484
1801,92518.29
1802,147722.12
1803,169127.36
1804,133251.33
1805,140872.02
1806,134777.11
1807,172097.94
1808,119923.31
1809,132774.25
1810,143798.64
1811,69705.5
1812,108711.48
1813,111434.65
1814,80402.17
1815,12102.923
1816,88251.98
1817,94928.0
1818,151207.67
1819,119342.164
1820,56812.25
1821,107337.016
1822,159920.73
1823,31841.53
1824,130094.484
1825,130305.63
1826,94200.3
1827,95404.555
1828,128128.14
1829,166560.11
1830,162179.9
1831,180562.45
1832,119464.18
1833,151421.61
1834,126095.7
1835,128257.74
1836,119640.57
1837,106696.64
1838,114087.766
1839,81913.16
1840,161603.36
1841,127457.55
1842,73678.99
1843,116974.32
1844,127780.44
1845,126707.82
1846,149861.1
1847,158166.61
1848,18450.521
1849,122286.01
1850,114264.7
1851,141593.45
1852,116842.53
1853,114352.484
1854,183945.17
1855,152979.88
1856,236072.58
1857,137467.33
1858,123951.875
1859,112307.25
1860,152613.6
1861,111317.83
1862,279747.8
1863,278150.97
1864,278166.03
1865,326015.8
1866,312182.56
1867,237634.62
1868,278834.9
1869,222654.53
1870,249339.86
1871,246884.94
1872,172707.4
1873,223739.97
1874,136981.92
1875,204356.88
1876,205305.03
1877,217909.7
1878,213309.64
1879,103986.19
1880,146600.84
1881,245750.69
1882,247545.62
1883,192399.47
1884,205954.48
1885,254436.6
1886,269583.53
1887,232185.8
1888,285818.06
1889,166466.6
1890,107475.13
1891,138746.92
1892,66397.875
1893,120430.92
1894,112812.375
1895,154441.52
1896,112980.305
1897,108387.86
1898,114279.93
1899,147191.52
1900,147169.69
1901,162979.2
1902,136550.6
1903,215474.05
1904,132152.2
1905,193796.73
1906,156456.17
1907,205721.86
1908,127664.625
1909,148292.88
1910,132880.81
1911,199972.98
1912,284272.12
1913,154726.06
1914,45108.07
1915,247655.28
1916,19238.627
1917,260907.8
1918,142023.47
1919,189636.67
1920,176400.55
1921,335161.47
1922,296121.75
1923,206126.56
1924,228310.9
1925,226424.52
1926,336866.06
1927,123870.5
1928,163940.31
1929,104061.7
1930,128415.04
1931,139125.4
1932,133784.47
1933,154743.14
1934,183692.64
1935,180689.34
1936,183571.55
1937,185088.22
1938,172319.11
1939,238818.44
1940,191209.55
1941,180281.58
1942,196769.08
1943,200964.72
1944,279234.6
1945,326651.66
1946,154916.16
1947,268204.38
1948,176558.45
1949,250128.16
1950,211012.52
1951,268599.72
1952,235437.66
1953,196307.17
1954,221592.48
1955,133865.6
1956,321274.75
1957,176646.8
1958,301836.9
1959,127246.27
1960,88002.055
1961,115861.65
1962,109623.32
1963,121548.01
1964,99667.336
1965,133205.48
1966,147723.17
1967,275938.03
1968,342532.5
1969,333439.7
1970,345632.34
1971,396370.9
1972,338271.03
1973,269697.06
1974,293489.66
1975,427090.53
1976,296321.66
1977,344282.94
1978,304352.97
1979,301077.8
1980,192885.8
1981,309631.7
1982,225001.5
1983,209059.6
1984,182519.62
1985,239446.75
1986,239203.78
1987,193529.1
1988,181305.0
1989,204814.03
1990,223710.95
1991,218382.73
1992,243026.34
1993,182733.36
1994,236059.75
1995,196693.83
1996,289152.62
1997,284743.25
1998,307291.56
1999,265819.4
2000,301578.7
2001,271639.4
2002,251807.97
2003,262711.12
2004,281842.75
2005,223441.19
2006,213055.81
2007,261267.64
2008,219158.08
2009,195879.47
2010,211050.12
2011,171455.58
2012,180382.69
2013,169771.69
2014,190223.7
2015,185048.94
2016,192254.45
2017,205795.88
2018,106039.14
2019,126481.71
2020,72634.84
2021,81606.81
2022,190531.06
2023,131033.88
2024,265962.22
2025,335450.66
2026,178979.77
2027,146060.5
2028,163987.78
2029,163892.28
2030,256808.0
2031,246163.17
2032,231875.61
2033,250036.52
2034,170164.83
2035,237271.67
2036,222145.1
2037,224617.75
2038,296740.72
2039,208996.86
2040,345872.78
2041,268931.84
2042,208724.86
2043,172797.08
2044,191084.42
2045,207466.42
2046,129186.875
2047,131599.39
2048,137438.38
2049,119500.81
2050,179666.47
2051,111031.15
2052,131688.73
2053,138108.25
2054,66452.73
2055,156510.28
2056,143365.03
2057,97427.56
2058,214184.27
2059,129106.78
2060,191906.89
2061,195604.86
2062,110435.33
2063,102176.92
2064,128978.38
2065,118567.51
2066,176384.05
2067,114756.0
2068,126288.484
2069,71235.58
2070,94186.664
2071,65615.83
2072,162811.19
2073,127931.625
2074,137054.92
2075,145716.11
2076,123944.58
2077,123361.19
2078,107080.336
2079,139984.31
2080,122836.75
2081,110290.9
2082,118121.375
2083,137132.9
2084,96529.48
2085,102543.01
2086,149605.8
2087,131385.98
2088,104254.766
2089,61799.35
2090,117773.32
2091,83373.1
2092,150309.84
2093,128638.83
2094,152722.72
2095,132541.25
2096,78527.625
2097,97685.65
2098,146300.4
2099,11944.564
2100,58991.383
2101,100868.164
2102,145157.28
2103,88692.45
2104,134525.23
2105,137743.23
2106,24343.768
2107,205567.66
2108,121357.56
2109,96461.086
2110,120951.14
2111,173558.03
2112,121910.625
2113,110534.59
2114,113467.99
2115,151096.33
2116,119344.836
2117,143096.23
2118,125547.32
2119,106065.23
2120,112868.86
2121,68594.414
2122,84828.625
2123,104169.47
2124,183604.89
2125,129000.98
2126,143837.14
2127,174721.08
2128,134074.64
2129,120756.164
2130,123171.31
2131,161932.17
2132,128657.16
2133,134199.42
2134,127025.836
2135,117549.13
2136,33471.336
2137,103562.62
2138,131080.7
2139,155797.78
2140,129608.51
2141,157386.12
2142,113163.15
2143,138731.14
2144,92927.92
2145,133797.53
2146,187521.81
2147,147605.88
2148,163551.0
2149,136181.1
2150,228064.45
2151,132196.23
2152,178835.08
2153,184200.69
2154,112653.76
2155,147721.45
2156,265158.6
2157,244822.27
2158,229204.53
2159,218393.9
2160,183676.53
2161,257637.7
2162,368433.8
2163,321186.25
2164,249083.02
2165,209147.97
2166,150230.2
2167,215101.28
2168,195330.03
2169,196201.78
2170,183928.61
2171,154794.27
2172,131898.48
2173,192410.08
2174,237993.19
2175,294389.2
2176,284471.84
2177,234519.44
2178,231579.4
2179,149217.98
2180,242765.39
2181,195601.2
2182,230839.75
2183,191502.45
2184,124086.76
2185,125272.664
2186,165397.23
2187,160831.03
2188,162626.88
2189,278063.47
2190,76262.47
2191,78377.08
2192,64021.824
2193,118961.984
2194,117730.59
2195,66538.22
2196,74218.21
2197,93052.65
2198,182534.83
2199,194542.4
2200,148488.58
2201,136860.28
2202,203337.42
2203,118876.14
2204,141692.8
2205,100349.59
2206,146844.28
2207,209192.7
2208,250502.08
2209,189945.36
2210,130712.99
2211,133491.11
2212,117231.914
2213,105980.96
2214,127835.35
2215,95331.414
2216,139886.89
2217,19428.537
2218,75735.125
2219,72903.53
2220,43851.37
2221,249312.69
2222,234555.02
2223,288282.75
2224,236829.84
2225,122175.195
2226,180027.14
2227,220083.06
2228,273686.66
2229,235312.88
2230,141749.34
2231,209390.19
2232,200615.58
2233,187576.7
2234,249037.17
2235,208153.55
2236,253700.36
2237,305137.9
2238,250997.86
2239,140699.3
2240,158633.44
2241,143087.4
2242,110413.95
2243,103119.93
2244,81812.23
2245,80474.97
2246,129467.945
2247,138987.55
2248,119477.32
2249,109644.086
2250,128695.31
2251,99727.586
2252,201213.66
2253,161313.94
2254,181801.62
2255,206547.62
2256,185317.34
2257,195967.12
2258,177628.61
2259,183483.22
2260,171096.89
2261,195458.3
2262,208221.4
2263,316145.12
2264,380129.9
2265,165768.33
2266,255669.81
2267,344099.97
2268,355412.97
2269,167057.33
2270,205320.86
2271,235160.55
2272,239979.23
2273,173424.6
2274,200790.73
2275,188548.88
2276,190849.8
2277,198500.34
2278,170265.03
2279,100920.97
2280,93031.52
2281,161049.33
2282,177021.38
2283,118863.01
2284,100331.18
2285,142518.78
2286,114365.76
2287,313157.78
2288,262635.9
2289,313106.72
2290,357703.84
2291,302780.4
2292,371526.7
2293,370188.16
2294,330439.4
2295,402474.56
2296,247676.36
2297,291264.2
2298,295249.94
2299,324337.0
2300,301415.84
2301,278890.9
2302,255833.52
2303,254318.27
2304,245695.5
2305,190106.3
2306,191342.92
2307,196311.47
2308,221133.48
2309,267176.03
2310,208722.75
2311,214215.28
2312,184782.2
2313,174327.53
2314,188622.69
2315,178523.05
2316,205853.16
2317,176440.62
2318,170393.02
2319,191571.98
2320,191195.06
2321,259717.33
2322,202471.52
2323,191266.95
2324,202627.2
2325,205357.61
2326,186134.95
2327,208685.23
2328,221035.02
2329,197444.64
2330,192179.1
2331,316338.1
2332,350752.66
2333,305312.84
2334,255593.45
2335,272731.53
2336,301176.12
2337,189296.05
2338,268319.97
2339,239499.94
2340,370373.88
2341,202667.97
2342,247887.36
2343,233323.12
2344,235766.42
2345,244807.58
2346,207671.75
2347,187727.16
2348,237088.75
2349,172675.88
2350,275461.9
2351,234095.92
2352,263198.56
2353,253143.94
2354,151024.02
2355,166228.9
2356,158073.7
2357,208615.83
2358,190840.95
2359,126102.04
2360,119056.67
2361,141981.8
2362,274071.5
2363,146921.36
2364,192204.1
2365,224292.62
2366,193199.11
2367,213476.8
2368,193192.7
2369,202330.22
2370,170854.61
2371,143546.72
2372,183904.19
2373,276281.94
2374,294276.4
2375,237679.56
2376,296546.56
2377,318959.5
2378,160495.34
2379,233724.58
2380,152359.47
2381,181850.17
2382,238466.31
2383,225063.66
2384,256437.5
2385,175218.97
2386,138829.89
2387,120314.836
2388,116715.516
2389,131259.25
2390,153849.44
2391,131410.3
2392,94780.445
2393,189307.67
2394,133299.95
2395,208727.88
2396,157004.02
2397,222761.44
2398,131211.77
2399,44610.934
2400,36121.45
2401,115954.43
2402,147259.44
2403,139513.22
2404,141135.69
2405,170583.2
2406,146007.3
2407,118631.16
2408,151503.8
2409,110280.86
2410,197407.67
2411,110485.62
2412,145016.0
2413,112185.23
2414,131109.28
2415,125878.3
2416,138818.72
2417,130734.51
2418,121304.555
2419,96157.25
2420,109796.72
2421,141262.17
2422,98888.59
2423,121708.87
2424,146720.55
2425,234026.88
2426,152693.98
2427,125522.74
2428,192293.62
2429,101574.01
2430,134300.02
2431,95478.484
2432,127381.09
2433,135061.62
2434,123469.62
2435,142892.94
2436,97680.73
2437,99175.586
2438,100737.35
2439,115262.64
2440,133480.03
2441,97340.27
2442,95725.04
2443,140326.75
2444,133493.61
2445,62990.566
2446,114721.09
2447,209937.0
2448,142381.39
2449,111938.65
2450,163885.03
2451,109479.62
2452,216230.28
2453,79294.58
2454,121485.1
2455,143851.73
2456,127537.21
2457,115975.38
2458,117235.31
2459,93308.99
2460,151381.67
2461,114396.46
2462,121684.57
2463,135018.11
2464,170350.38
2465,143274.61
2466,103039.86
2467,165141.86
2468,81024.47
2469,81436.555
2470,200832.58
2471,221544.19
2472,178034.25
2473,91769.766
2474,60208.707
2475,245209.8
2476,86966.52
2477,82477.09
2478,164686.67
2479,97185.9
2480,135366.08
2481,122576.43
2482,117026.04
2483,93068.62
2484,143062.45
2485,121859.07
2486,139266.05
2487,202820.27
2488,178500.8
2489,161498.27
2490,148052.94
2491,86502.414
2492,199112.62
2493,147918.16
2494,156537.1
2495,83667.305
2496,233526.62
2497,152102.83
2498,95418.83
2499,66247.16
2500,110334.72
2501,124136.586
2502,137780.22
2503,73316.734
2504,193134.23
2505,228885.11
2506,265285.6
2507,282310.4
2508,265429.84
2509,234274.95
2510,234526.64
2511,196495.16
2512,208614.34
2513,242461.72
2514,284900.12
2515,140909.88
2516,177023.39
2517,133915.22
2518,140185.22
2519,217558.73
2520,227728.42
2521,197475.62
2522,233248.14
2523,114141.54
2524,127525.695
2525,136124.05
2526,120901.32
2527,101886.33
2528,115329.57
2529,127027.22
2530,115611.53
2531,249664.98
2532,228788.36
2533,215342.84
2534,249724.0
2535,277835.2
2536,249163.23
2537,250408.42
2538,190588.4
2539,205344.88
2540,175045.0
2541,196427.42
2542,149858.67
2543,116106.92
2544,109021.71
2545,145588.1
2546,157250.53
2547,161614.8
2548,158778.81
2549,157378.75
2550,502266.12
2551,139568.1
2552,124447.1
2553,71513.18
2554,99796.98
2555,124369.92
2556,73269.94
2557,98908.68
2558,156005.78
2559,105931.04
2560,160276.98
2561,152936.47
2562,130791.945
2563,135922.05
2564,196623.25
2565,152252.27
2566,110449.9
2567,98665.24
2568,194298.0
2569,199485.48
2570,131165.97
2571,151945.83
2572,187804.31
2573,232985.52
2574,282489.2
2575,139603.53
2576,143002.95
2577,149558.62
2578,85339.36
2579,17531.379
2580,110196.95
2581,116245.66
2582,126206.48
2583,264434.12
2584,180695.53
2585,189539.73
2586,231449.31
2587,217181.97
2588,142354.12
2589,161868.61
2590,221298.73
2591,259957.61
2592,216138.86
2593,240245.52
2594,198143.89
2595,218680.02
2596,319812.4
2597,191514.86
2598,262814.62
2599,321963.0
2600,209303.58
2601,160289.98
2602,45745.645
2603,61048.773
2604,75026.22
2605,46948.375
2606,149114.88
2607,221574.23
2608,209358.7
2609,169479.27
2610,121259.44
2611,123795.18
2612,159806.14
2613,129315.734
2614,111992.94
2615,175880.06
2616,173466.1
2617,198946.62
2618,230101.72
2619,234738.77
2620,192791.62
2621,181244.95
2622,191798.98
2623,235907.38
2624,294553.84
2625,256457.08
2626,187800.33
2627,180476.48
2628,383964.12
2629,384440.5
2630,322093.84
2631,391595.78
2632,345508.12
2633,278389.44
2634,347186.16
2635,171621.97
2636,206409.1
2637,194700.56
2638,253603.66
2639,210226.12
2640,169783.02
2641,89527.27
2642,178191.86
2643,124428.85
2644,128395.04
2645,112487.52
2646,107629.445
2647,118087.7
2648,150833.8
2649,146206.89
2650,146687.9
2651,136446.44
2652,349147.88
2653,265802.8
2654,237483.16
2655,352399.2
2656,309308.44
2657,305780.12
2658,262981.16
2659,284229.47
2660,306469.78
2661,321879.12
2662,334038.84
2663,290172.2
2664,259540.7
2665,327279.12
2666,274242.62
2667,181723.84
2668,198600.94
2669,176128.89
2670,282292.6
2671,200484.31
2672,201861.67
2673,206905.39
2674,222241.67
2675,174167.0
2676,202074.31
2677,213086.08
2678,255969.06
2679,279417.7
2680,287082.5
2681,363633.03
2682,308449.53
2683,431201.5
2684,306956.8
2685,330016.5
2686,255376.36
2687,281164.34
2688,230528.48
2689,211661.1
2690,361122.53
2691,184219.84
2692,148771.66
2693,202068.39
2694,156771.7
2695,214049.83
2696,199419.31
2697,189295.47
2698,191775.52
2699,172632.62
2700,148283.62
2701,155943.67
2702,121327.04
2703,157078.4
2704,157877.45
2705,97729.23
2706,97663.19
2707,135974.86
2708,106072.11
2709,119060.836
2710,113056.875
2711,316783.7
2712,351681.62
2713,173017.66
2714,145671.22
2715,162330.6
2716,142654.0
2717,178832.3
2718,218572.8
2719,142742.77
2720,223596.9
2721,136646.11
2722,172508.11
2723,175872.73
2724,107611.26
2725,121872.56
2726,127588.484
2727,164433.31
2728,189312.5
2729,132979.98
2730,138692.4
2731,131816.52
2732,115371.62
2733,175986.25
2734,161742.2
2735,132537.44
2736,137885.19
2737,110009.03
2738,124558.484
2739,160422.31
2740,159456.22
2741,120628.086
2742,183387.47
2743,146482.58
2744,157855.02
2745,157539.94
2746,118904.21
2747,176740.56
2748,115523.83
2749,134069.19
2750,112999.484
2751,126763.07
2752,237025.61
2753,169260.8
2754,228726.52
2755,137807.05
2756,62239.023
2757,48340.027
2758,75604.484
2759,165062.75
2760,105213.84
2761,143534.17
2762,135416.81
2763,225041.94
2764,192079.48
2765,293577.0
2766,109343.484
2767,51304.32
2768,117634.95
2769,116582.61
2770,174071.73
2771,97118.14
2772,100204.625
2773,144769.94
2774,144179.5
2775,111207.46
2776,157275.88
2777,161187.97
2778,139299.3
2779,87233.945
2780,108969.13
2781,90068.65
2782,79438.984
2783,80231.17
2784,95463.516
2785,116767.086
2786,37308.39
2787,116796.09
2788,38930.992
2789,179597.62
2790,115399.98
2791,70725.05
2792,51092.895
2793,181301.9
2794,62255.26
2795,113585.9
2796,78617.34
2797,205946.14
2798,122850.59
2799,108369.41
2800,78879.07
2801,110632.66
2802,130846.414
2803,157270.05
2804,142945.81
2805,106990.9
2806,65689.79
2807,170831.77
2808,155734.7
2809,118194.01
2810,123081.71
2811,181730.05
2812,174588.92
