Id,SalePrice
1461,133511.9
1462,194048.02
1463,189476.31
1464,204497.73
1465,172053.94
1466,175350.56
1467,196324.3
1468,168667.98
1469,212494.7
1470,134778.81
1471,211052.66
1472,98624.38
1473,100826.62
1474,163028.22
1475,124318.49
1476,373657.1
1477,243778.1
1478,289078.44
1479,280405.62
1480,451654.1
1481,325312.44
1482,198179.28
1483,164655.19
1484,161301.27
1485,187206.81
1486,195512.36
1487,327645.88
1488,279706.12
1489,193286.61
1490,249447.03
1491,204071.58
1492,89204.98
1493,227345.03
1494,297844.34
1495,290847.34
1496,229090.86
1497,172660.06
1498,169020.44
1499,184947.75
1500,168697.52
1501,158859.17
1502,155272.19
1503,313505.9
1504,252023.23
1505,218407.33
1506,198046.9
1507,260289.4
1508,224145.55
1509,135543.7
1510,132322.05
1511,162187.52
1512,185642.2
1513,166576.17
1514,162357.95
1515,206886.1
1516,164510.33
1517,159653.0
1518,112904.12
1519,235314.19
1520,140021.38
1521,131433.28
1522,175039.72
1523,108441.836
1524,114755.516
1525,130533.805
1526,85817.89
1527,96490.95
1528,152399.6
1529,150424.6
1530,191064.88
1531,107952.48
1532,116302.164
1533,135478.77
1534,123043.414
1535,164190.19
1536,131069.55
1537,65158.34
1538,165705.62
1539,177492.25
1540,129111.234
1541,136797.27
1542,140851.1
1543,189276.3
1544,94437.68
1545,130079.4
1546,138425.03
1547,125463.81
1548,146677.61
1549,123510.57
1550,123311.086
1551,127981.17
1552,139116.77
1553,140987.67
1554,133558.28
1555,142292.69
1556,92471.31
1557,71697.2
1558,102044.25
1559,81416.07
1560,124000.02
1561,164734.0
1562,120580.39
1563,126574.25
1564,169351.62
1565,145158.25
1566,275873.22
1567,60784.16
1568,225758.12
1569,119534.75
1570,126500.516
1571,120640.336
1572,144087.38
1573,257348.88
1574,118187.71
1575,246521.86
1576,273714.75
1577,193073.77
1578,121651.59
1579,150734.66
1580,194805.48
1581,159830.47
1582,127856.09
1583,362698.8
1584,220253.06
1585,150757.02
1586,68612.13
1587,107418.51
1588,163514.05
1589,98628.53
1590,128951.14
1591,101717.164
1592,120194.97
1593,127821.41
1594,182732.56
1595,124427.51
1596,185970.97
1597,175124.28
1598,197674.55
1599,197904.05
1600,168632.75
1601,71214.28
1602,111504.164
1603,85605.46
1604,289946.97
1605,291658.72
1606,169184.92
1607,160149.4
1608,238398.81
1609,186353.98
1610,156562.03
1611,140339.0
1612,167431.7
1613,175613.44
1614,131794.48
1615,67096.92
1616,83003.44
1617,96537.086
1618,116353.57
1619,163680.45
1620,170708.47
1621,140673.8
1622,150227.48
1623,287010.25
1624,225545.45
1625,114335.05
1626,176690.98
1627,196566.78
1628,272710.78
1629,191208.14
1630,334000.53
1631,192221.06
1632,206002.95
1633,167112.47
1634,188483.89
1635,179720.92
1636,170673.7
1637,183765.47
1638,206752.14
1639,194715.1
1640,260144.5
1641,187768.1
1642,231520.5
1643,225479.73
1644,216145.28
1645,242483.73
1646,165815.5
1647,171533.02
1648,147802.1
1649,140760.22
1650,121701.57
1651,116915.99
1652,103298.33
1653,119728.016
1654,148520.28
1655,167681.69
1656,149310.11
1657,158375.39
1658,143758.53
1659,133090.34
1660,162391.9
1661,454680.28
1662,380985.8
1663,363351.22
1664,463031.22
1665,308728.22
1666,349939.84
1667,333699.25
1668,346929.06
1669,330183.53
1670,354209.16
1671,252615.27
1672,424329.28
1673,325257.6
1674,258264.92
1675,188370.11
1676,202309.84
1677,214841.98
1678,431594.44
1679,364814.66
1680,293762.66
1681,243950.92
1682,299510.0
1683,196514.38
1684,177472.83
1685,163323.16
1686,173792.12
1687,170591.72
1688,195257.0
1689,195407.53
1690,207274.8
1691,189192.44
1692,264106.62
1693,170419.45
1694,191051.88
1695,168364.62
1696,276089.56
1697,174234.27
1698,354291.06
1699,312810.38
1700,246581.5
1701,243900.5
1702,257413.84
1703,264559.5
1704,327309.6
1705,235391.75
1706,403896.9
1707,207898.14
1708,207921.53
1709,294091.4
1710,232549.3
1711,285739.34
1712,264895.56
1713,298579.44
1714,217119.05
1715,198795.17
1716,189864.92
1717,194523.1
1718,152678.52
1719,214420.19
1720,242554.1
1721,190770.86
1722,139266.92
1723,171892.06
1724,225003.72
1725,225107.69
1726,185602.58
1727,141121.78
1728,183447.31
1729,171959.03
1730,152773.95
1731,110026.63
1732,120998.805
1733,119430.17
1734,123888.266
1735,128952.875
1736,105919.91
1737,321811.03
1738,241763.4
1739,267433.22
1740,228581.89
1741,210768.92
1742,152856.23
1743,165267.14
1744,272611.97
1745,236051.23
1746,199926.06
1747,211898.36
1748,246863.88
1749,169083.61
1750,140783.08
1751,238492.86
1752,124678.95
1753,166910.05
1754,224725.52
1755,171687.16
1756,109017.0
1757,116796.42
1758,154059.64
1759,178194.19
1760,168911.11
1761,161887.36
1762,166377.4
1763,157378.58
1764,124282.75
1765,206182.69
1766,202110.62
1767,253107.47
1768,150677.55
1769,173677.84
1770,150938.2
1771,129060.734
1772,134588.47
1773,142531.45
1774,121165.63
1775,149953.45
1776,116842.18
1777,105586.445
1778,127359.42
1779,104312.95
1780,184572.25
1781,130244.234
1782,87091.13
1783,141861.36
1784,90277.69
1785,103468.445
1786,176463.11
1787,126356.35
1788,99537.39
1789,91567.664
1790,82688.54
1791,188795.69
1792,166193.22
1793,151033.22
1794,165363.84
1795,133592.33
1796,118148.125
1797,125248.48
1798,117686.555
1799,107940.98
1800,112266.78
1801,131410.95
1802,143947.11
1803,155494.31
1804,144983.34
1805,139800.62
1806,140568.64
1807,161244.22
1808,105099.25
1809,105477.21
1810,137933.55
1811,101467.195
1812,88623.695
1813,133099.64
1814,77480.62
1815,35287.727
1816,106116.266
1817,90468.69
1818,138863.84
1819,108237.01
1820,61173.617
1821,119095.14
1822,142887.45
1823,35375.94
1824,147835.7
1825,126461.875
1826,94323.94
1827,109951.54
1828,136054.38
1829,127671.586
1830,134733.84
1831,155402.45
1832,135131.08
1833,135564.77
1834,130579.22
1835,126231.64
1836,115243.56
1837,104928.87
1838,131956.4
1839,97988.67
1840,184830.17
1841,138265.55
1842,77219.83
1843,120441.805
1844,141619.11
1845,140056.95
1846,123450.266
1847,153302.75
1848,46415.293
1849,101127.91
1850,119260.25
1851,152899.64
1852,130695.24
1853,140689.6
1854,194439.47
1855,163602.53
1856,243041.8
1857,128051.74
1858,138879.61
1859,103063.03
1860,136609.48
1861,102466.875
1862,281398.75
1863,280226.44
1864,280237.5
1865,376497.9
1866,322066.66
1867,253446.33
1868,267109.56
1869,227876.48
1870,278683.06
1871,260564.11
1872,163212.72
1873,223507.22
1874,136349.39
1875,212738.95
